,12GHA01005,12GHA01010,12GHA01014,12GHA01015,12GHA01018,12GHA01019,12GHA01020,12GHA01021,12GHA01022,12GHA01026,12GHA01028,12GHA01029,12GHA01030,12GHA01031,12GHA01033,12GHA01034,12GHA01035,12GHA01045,12GHA01048,12GHA01049,12GHA01051,12GHA01065,12GHA01067,12GHA01069,12GHA01071,12GHA01073,12GHA01074,12GHA01077,12GHA01078,12GHA01079,12GHA01083,12GHA01084,12GHA01085,12GHA01086,12GHA01087,12GHA01096,12GHA01097,12GHA01100,12GHA01102,12GHA01104,12GHA01109,12GHA01110,12GHA01111,12GHA01112,12GHA01114,12GHA01115,12GHA01116,12GHA01117,12GHA01118,12GHA01120,12GHA01125,12GHA01131,12GHA01132,12GHA01135,12GHA01137,12GHA01138,12GHA01140,12GHA01141,12GHA01142,12GHA01144,12GHA01147,12GHA01148,12GHA01152,12GHA01154,12GHA01156,12GHA01159,12GHA01161,12GHA01162,12GHA01163,12GHA01164,12GHA01165,12GHA01168,12GHA01170,12GHA01171,12GHA01172,12GHA01173,12GHA01174,12GHA01175,12GHA01176,12GHA01177,12GHA01179,12GHA01181,12GHA01182,12GHA01183,12GHA01184,12GHA01185,12GHA01187,12GHA01191,12GHA01193,12GHA01194,12GHA01196,12GHA01199,OpataM85,SyntheticW7984
TP137208,A,A,A,A,A,A,B,A,A,B,B,B,-,A,A,B,A,B,A,A,A,-,B,B,-,A,A,B,A,B,-,A,A,B,B,B,B,B,A,B,B,B,-,A,A,A,B,A,A,B,A,B,A,B,A,A,B,B,A,B,A,A,B,A,B,A,B,A,A,B,A,A,A,B,A,B,A,B,B,A,B,A,A,A,B,B,B,A,B,B,A,B,A,B
TP137218,B,A,A,B,A,B,A,A,B,B,B,B,-,A,A,A,A,A,B,A,B,-,A,A,A,B,A,A,A,B,A,A,B,B,A,A,A,B,A,A,B,B,A,A,A,B,A,B,B,A,A,B,A,B,B,B,B,A,A,A,B,B,B,B,B,B,A,A,B,A,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,A,A,B
TP137236,A,A,B,B,B,B,A,B,B,A,B,B,-,B,B,A,A,A,A,B,B,-,A,B,A,B,A,A,B,B,B,A,B,B,A,A,B,B,B,A,A,A,A,A,A,B,B,B,B,B,A,A,B,B,A,A,A,B,A,A,B,B,B,B,B,A,A,B,A,B,A,B,B,A,A,B,A,A,B,A,B,B,A,A,A,B,A,B,A,A,B,B,A,B
TP137291,A,B,A,A,A,B,A,B,A,A,B,A,-,A,B,B,A,B,A,B,B,-,A,A,A,A,A,B,B,A,A,A,B,A,B,A,A,A,A,B,A,A,A,B,B,B,B,B,B,A,B,-,A,A,B,B,A,B,B,B,A,A,B,B,A,B,A,B,B,B,A,B,B,A,A,B,A,B,A,B,A,A,A,B,B,B,A,B,B,B,B,A,A,B
TP137318,A,A,B,B,B,B,A,A,B,B,B,A,-,A,A,A,B,B,B,A,B,-,A,B,A,A,B,A,B,B,A,A,A,B,B,B,B,A,B,A,A,A,B,A,A,A,A,B,A,A,A,B,A,-,A,A,A,A,B,A,B,B,A,A,A,B,B,B,A,B,A,B,A,B,B,B,B,B,A,A,A,A,A,B,B,B,B,B,B,B,B,B,A,B
TP137354,B,B,B,A,B,A,A,A,A,A,B,A,A,A,A,A,B,A,A,B,B,-,B,A,A,A,B,B,B,A,A,A,B,B,A,B,-,B,A,A,A,B,B,A,B,A,B,B,B,A,A,A,A,B,A,A,A,B,A,A,B,A,A,B,B,A,A,B,A,B,B,B,B,B,A,B,B,A,B,A,B,A,B,A,A,A,B,B,A,A,B,A,A,B
TP137378,A,B,B,A,B,B,A,A,A,A,A,B,A,A,B,A,A,A,B,A,A,-,A,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,A,B,A,B,A,A,B,A,A,B,B,A,B,A,A,A,A,B,B,A,A,A,B,B,A,B,B,A,A,B,A,B,A,A,B,B,A,B,A,B,B,A,A,B,A,B,A,A,B,A,B
TP137408,B,B,B,A,B,A,B,B,B,A,B,A,A,B,B,B,A,B,B,B,A,-,B,A,A,A,A,B,B,A,B,A,A,A,B,A,B,A,B,B,A,A,B,B,A,B,A,A,A,A,A,B,B,A,B,A,B,A,A,A,B,B,B,A,A,A,B,B,A,A,B,B,A,A,B,A,A,A,B,B,B,B,A,A,B,A,B,A,B,B,B,B,A,B
TP137485,A,A,A,A,A,B,B,B,B,A,B,B,B,A,A,B,B,B,A,B,B,-,A,A,B,B,B,B,A,B,A,A,B,A,B,A,A,B,A,A,A,B,B,B,A,B,B,B,B,A,A,B,A,B,B,A,B,A,B,A,A,A,A,A,B,A,A,B,B,A,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,A,B,B,B,A,B,A,A,B
TP137524,A,B,B,B,A,B,A,B,A,B,B,A,-,B,B,A,A,B,B,B,B,-,A,B,B,B,B,A,A,B,B,B,A,A,A,A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,B,B,A,B,A,B,A,A,B,B,B,B,A,B,B,B,A,A,A,B,A,B,A,A,B,B,B,A,A,A,A,B,A,B,B,A,B,A,B,B,B,A,A,B
TP137555,B,A,B,A,A,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,B,-,A,A,B,A,A,A,B,A,B,A,B,B,A,A,B,B,B,A,B,A,A,B,A,B,B,A,A,A,A,B,B,A,A,A,B,B,A,B,B,B,B,A,A,A,B,B,B,A,B,B,B,B,A,B,B,A,A,A,A,B,A,B,A,A,A,B,-,A,A,A,A,B
TP137622,B,B,B,B,B,B,B,B,B,A,B,A,A,B,B,B,A,A,B,A,A,-,A,B,A,B,B,A,B,B,A,A,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,A,B,A,A,B,B,A,A,A,B,A,A,A,B,B,A,A,B,A,B,B,A,B,B,A,B,A,B,B,B,A,A,B,A,B,A,B,A,A,B,A,A,B
TP137633,A,B,B,B,B,B,A,A,B,B,A,A,-,B,A,B,B,B,A,A,B,-,B,A,B,A,A,B,B,B,A,B,B,B,A,B,B,A,A,B,A,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,A,A,B,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,B,A,B,A,B,A,A,A,A,B,B,A,B,B,A,A,B
TP137744,A,B,A,A,B,A,B,A,A,B,B,A,A,A,B,A,B,A,B,A,A,-,A,B,B,B,A,B,A,B,B,B,A,A,B,B,B,A,B,B,B,A,A,A,B,B,A,A,A,B,A,A,B,A,A,A,A,B,A,B,A,A,B,B,B,A,A,A,A,B,A,A,A,B,B,B,B,B,B,A,A,A,A,A,B,B,A,B,B,B,A,A,A,B
TP137755,A,B,A,A,B,B,A,B,B,B,B,A,A,B,A,B,A,A,A,A,B,-,B,A,A,B,A,B,B,B,A,B,B,B,A,B,B,A,B,B,A,A,B,B,B,A,B,A,B,B,B,B,A,B,B,B,B,A,B,B,B,B,A,A,A,A,B,A,B,A,A,A,B,A,A,A,B,B,A,B,A,A,A,-,A,B,B,B,A,B,A,A,A,B
TP137805,A,A,B,A,B,A,B,B,A,A,A,A,B,B,B,A,A,A,A,A,B,-,A,A,B,B,B,B,B,B,A,B,A,A,B,B,A,A,A,A,B,B,B,B,B,B,B,B,A,B,A,B,B,B,A,B,A,B,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,B,B,B,A,A,A,B,B,B,A,B
TP137832,A,A,A,A,A,B,B,B,B,A,A,B,B,A,A,B,B,B,A,B,B,-,A,A,B,B,B,B,A,B,A,A,B,A,B,A,A,A,A,A,A,B,B,B,A,B,B,B,B,A,A,B,A,B,B,A,B,A,B,A,A,A,B,A,A,A,A,B,A,A,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,A,B,B,B,A,B,A,A,B
TP137877,B,A,A,B,A,B,A,A,B,B,B,B,-,A,A,A,A,A,B,A,B,-,A,A,A,B,A,A,A,B,A,A,B,B,A,A,A,B,A,A,B,B,A,A,A,B,B,B,B,A,A,B,A,B,B,B,B,A,A,A,B,B,B,-,B,B,A,A,B,A,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,-,A,B,A,A,A,A,A,B
TP138030,B,A,A,A,A,B,B,A,B,B,B,B,-,-,A,A,A,B,B,A,B,-,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,B,B,A,A,A,B,A,B,B,-,A,B,A,B,B,B,B,B,B,A,A,A,B,B,B,B,A,A,B,A,B,B,B,A,B,A,B,A,B,B,B,B,B,A,B,B,A,B,B,A,A,A,A,B
TP138074,A,B,B,B,B,B,B,B,A,A,B,B,A,A,B,B,A,B,B,A,A,A,B,A,A,A,B,A,B,B,A,A,B,A,B,A,B,A,B,B,B,A,A,B,B,B,A,B,A,A,B,A,B,A,A,B,B,B,A,A,B,A,A,A,B,B,A,A,B,A,A,B,B,A,B,B,B,A,B,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B
TP138169,A,B,B,A,A,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,A,-,A,B,A,B,B,A,A,A,B,A,A,A,B,A,B,B,A,B,B,B,B,A,A,B,-,B,B,B,A,A,B,B,A,A,B,A,A,A,A,B,A,B,B,A,A,-,A,A,A,B,A,A,B,B,A,A,B,A,A,B,B,A,A,B,B,B,A,A,B,B,A,B
TP138185,A,B,A,B,B,A,A,A,A,A,A,A,B,A,B,A,B,A,B,A,A,-,A,B,B,B,A,B,B,B,B,A,B,B,B,B,B,A,A,A,B,B,A,A,A,A,B,B,B,A,A,B,A,B,B,B,A,A,B,A,B,B,A,A,A,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,B,A,A,B,B,B,A,A,B,A,A,A,A,B
TP138316,B,A,B,A,B,B,A,B,A,A,B,B,A,A,B,A,B,A,A,A,A,-,B,A,A,A,B,B,A,A,A,A,B,A,B,B,A,B,B,A,A,A,B,B,A,A,A,A,B,B,B,B,B,A,B,B,B,B,B,A,A,B,A,A,A,A,B,A,A,A,B,B,A,B,A,A,-,A,B,A,B,A,B,A,A,A,A,B,B,B,B,B,A,B
TP138378,A,B,B,A,A,B,B,B,B,B,B,A,B,B,B,B,A,A,A,B,A,-,B,B,A,A,B,B,A,B,A,A,A,A,A,B,A,A,B,A,B,A,B,-,A,B,B,A,A,B,B,A,A,B,B,A,B,B,B,-,B,B,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,A,A,B,B,A,A,B,A,A,A,B,A,B
TP138381,A,A,B,B,B,B,A,A,B,B,B,A,B,A,A,A,B,B,B,A,A,-,A,B,A,A,B,A,B,B,B,A,A,B,B,B,B,A,B,A,A,A,B,A,A,A,A,B,A,A,A,B,A,B,A,A,A,A,B,-,B,B,A,A,A,B,B,B,A,B,A,B,A,B,B,B,B,B,A,A,A,A,A,B,B,B,B,B,B,B,B,B,A,B
TP138434,A,B,B,B,B,B,B,B,A,A,B,B,A,B,B,B,A,B,B,A,A,-,B,A,A,A,B,A,B,B,A,A,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,A,B,A,A,B,B,A,A,A,B,A,A,A,B,B,A,A,B,A,A,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B
TP138503,A,A,B,A,A,B,B,A,B,B,B,A,-,B,A,A,B,B,B,A,B,-,A,B,A,B,A,B,B,B,A,B,A,A,-,B,A,A,B,A,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,A,A,A,B,A,B,A,A,B,B,A,B,A,B,A,A,A,B,B,B,B,B,A,A,A,A,B,A,B,B,B,B,B,B,B,A,A,B
TP138510,A,A,B,B,B,A,B,B,A,A,B,B,-,B,B,B,B,A,A,B,A,-,A,B,A,B,A,A,B,B,B,A,B,B,A,A,B,B,B,A,B,A,A,A,A,A,B,A,B,A,A,A,B,B,A,A,A,B,A,A,B,B,B,B,A,A,A,B,A,B,A,B,B,A,A,B,A,B,A,A,B,B,A,A,A,B,A,A,A,A,B,B,A,B
TP138521,B,B,B,A,B,A,B,B,B,A,B,A,-,B,B,B,A,B,B,B,A,-,B,A,A,A,A,B,B,A,B,A,A,A,B,A,B,A,B,B,A,A,B,B,A,B,A,A,A,A,A,B,B,A,B,A,B,A,A,A,B,B,B,A,A,A,B,B,A,A,B,B,A,A,B,A,A,A,B,B,B,B,A,A,B,A,B,A,B,B,B,B,A,B
TP138564,A,A,B,A,B,A,B,B,A,A,A,A,B,B,B,A,A,A,A,A,B,-,A,A,B,B,B,B,B,B,A,B,A,A,A,B,A,A,A,A,B,B,B,B,B,B,-,B,A,B,A,B,-,-,A,B,A,B,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,B,B,B,A,B,A,B,B,B,A,B
TP138583,A,B,A,B,B,A,A,A,B,A,B,A,-,A,B,A,B,B,B,A,A,-,A,B,B,B,A,B,B,B,B,A,B,B,B,B,B,A,A,A,B,B,A,A,B,A,A,B,B,A,A,B,A,B,B,B,A,A,B,A,A,B,A,A,A,B,A,B,A,B,A,B,B,B,B,B,B,B,A,A,B,A,A,B,B,B,A,A,B,A,A,A,A,B
TP138974,B,A,A,A,A,A,B,B,A,B,A,A,A,B,B,B,A,A,A,A,A,-,B,B,B,B,B,B,B,A,A,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,A,B,B,A,B,B,A,B,B,B,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,B,A,A,B
TP139269,B,B,A,A,A,B,A,B,A,A,B,B,-,A,A,A,A,A,B,B,A,-,A,A,A,B,B,A,A,A,A,A,A,A,B,B,A,B,A,B,A,A,B,A,A,A,A,A,B,A,B,B,B,A,B,A,B,B,B,A,B,A,A,A,A,A,B,B,A,A,B,B,A,B,B,B,B,-,B,B,B,B,B,A,A,A,A,B,B,B,B,B,A,B
TP139280,A,B,B,A,B,A,B,B,A,A,B,A,B,-,B,A,B,A,A,B,A,-,A,B,A,A,A,B,A,B,B,B,B,A,A,A,A,A,B,B,A,B,B,B,B,B,A,B,B,B,A,B,B,B,A,A,B,A,A,A,B,A,B,B,A,A,B,B,A,A,A,B,A,B,A,B,A,A,A,B,A,B,B,-,B,A,A,A,A,A,A,A,A,B
TP139289,-,A,B,B,A,B,B,B,A,A,B,B,A,A,B,B,A,A,B,A,B,-,A,A,A,A,A,A,A,A,B,A,B,B,A,A,B,B,A,A,A,B,A,B,B,B,B,A,A,B,A,B,B,B,B,A,B,A,B,B,A,B,B,B,B,B,A,B,B,B,A,B,A,A,B,A,A,A,B,B,B,B,A,A,B,A,B,A,A,A,B,B,A,B
TP139338,A,B,A,B,B,A,A,A,A,A,A,A,-,A,B,A,B,A,B,A,A,A,A,B,B,B,A,B,B,B,B,A,B,A,B,A,B,B,A,A,B,B,A,A,A,A,B,B,B,A,A,B,A,B,B,B,A,A,B,A,B,B,A,A,A,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,B,A,A,B,B,B,A,A,B,A,A,A,A,B
TP139352,A,B,B,A,A,B,B,B,B,B,B,A,-,B,B,B,A,A,A,B,A,-,B,B,A,A,B,B,A,B,A,A,A,A,A,B,A,A,B,A,B,A,B,B,A,B,B,A,A,B,B,A,A,B,B,A,B,B,B,B,B,B,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,A,A,A,B,B,A,A,B,A,A,A,B,A,B
TP139390,B,B,A,A,B,A,B,A,A,B,B,B,-,A,B,B,A,B,A,B,A,-,A,A,B,A,A,B,A,B,A,A,A,B,B,B,A,B,A,B,B,A,A,A,A,B,A,A,A,A,B,A,A,B,B,A,A,B,A,B,B,A,A,A,B,B,A,B,B,B,B,B,A,B,A,A,A,A,B,A,A,A,A,B,B,B,B,A,B,A,B,B,A,B
TP139438,A,B,A,A,A,B,A,B,A,A,B,A,-,A,B,B,A,B,A,B,B,-,A,A,A,A,B,B,B,A,A,A,A,A,B,B,A,A,A,B,A,A,A,B,B,B,B,B,B,A,B,A,A,A,B,B,A,B,B,A,B,A,B,B,A,B,A,B,B,B,A,B,B,A,A,B,A,B,B,B,A,A,B,B,A,B,A,B,B,B,B,B,A,B
TP139783,A,A,A,A,A,B,B,B,B,A,A,B,B,A,A,B,B,B,A,B,B,-,A,A,B,B,B,B,A,B,A,A,B,A,B,A,A,A,A,A,A,B,B,B,A,B,B,B,B,A,A,B,A,B,B,A,B,A,B,A,A,A,B,A,A,A,A,B,A,A,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,A,B,B,B,A,B,A,A,B
TP139827,B,A,A,B,B,B,A,B,B,B,B,B,-,B,A,B,A,A,B,A,B,-,B,B,B,A,B,B,B,A,B,A,A,B,B,B,B,A,B,A,B,A,A,B,A,B,A,B,A,-,B,B,B,B,A,A,B,B,A,A,B,B,A,B,A,B,A,B,B,A,B,B,A,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,B
TP139839,B,B,B,A,B,A,B,B,B,A,B,A,-,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B,B,B,A,B,B,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,B,A,A,A,B,B,B,A,A,A,B,B,A,A,B,B,A,A,B,A,A,A,B,B,B,B,A,A,B,A,B,A,B,B,B,A,A,B
TP139889,A,B,B,B,A,B,A,B,A,B,B,B,-,B,B,-,A,B,B,A,B,-,A,B,B,B,B,A,A,B,B,B,A,A,A,A,B,A,A,B,A,A,A,B,A,A,A,B,A,B,B,B,A,B,A,B,A,A,B,B,B,B,A,B,B,B,A,A,A,B,A,B,A,A,-,B,B,A,A,A,A,B,A,B,B,A,B,A,B,B,B,A,A,B
TP140072,A,B,A,A,A,A,B,A,A,B,B,B,-,A,A,B,A,B,B,A,A,-,B,B,B,A,A,B,A,B,-,A,B,B,B,B,B,B,A,B,B,B,A,A,A,A,B,B,A,B,A,B,A,A,A,A,B,B,A,B,A,A,B,A,B,A,B,A,A,B,A,A,A,B,B,B,A,B,B,A,B,A,A,A,B,B,B,A,A,B,B,B,A,B
TP140115,A,B,A,A,B,A,A,A,A,A,A,A,A,B,B,A,A,B,B,A,A,-,B,B,B,A,A,B,B,A,A,B,B,B,B,B,B,A,A,B,B,A,B,B,B,B,A,A,A,B,A,A,A,B,A,B,A,A,A,B,A,B,A,A,B,B,A,B,B,A,A,A,B,A,B,B,B,B,A,B,B,A,B,B,B,B,B,B,B,B,B,B,A,B
TP140135,B,B,A,B,B,-,A,B,A,B,B,B,B,A,B,B,A,B,A,B,B,-,B,A,A,A,A,B,B,A,A,A,B,B,A,A,A,A,A,A,A,B,A,A,B,B,A,B,A,A,A,A,A,A,B,B,B,B,B,A,B,A,A,A,A,A,A,A,A,A,B,A,B,B,A,B,A,B,A,A,B,B,B,A,A,B,B,A,B,B,A,A,A,B
TP140159,A,B,A,A,B,A,A,A,A,A,A,A,-,B,B,A,A,B,B,A,A,-,B,B,B,A,A,B,B,A,A,B,B,B,B,B,B,A,A,B,B,A,B,B,B,B,A,A,A,B,A,A,A,B,A,B,A,A,A,B,A,B,A,A,B,B,A,B,B,A,A,A,B,A,-,B,B,B,A,B,B,A,B,B,B,B,B,B,B,-,B,B,A,B
TP140184,A,A,B,B,B,B,A,A,B,B,B,A,-,B,A,A,B,B,B,A,B,-,A,B,A,A,B,A,A,B,A,A,A,B,B,B,A,A,B,A,A,A,B,B,A,A,A,B,A,B,A,B,A,B,A,A,A,A,B,A,B,B,A,A,A,B,B,B,A,B,A,B,A,B,B,B,B,B,A,A,A,A,A,B,B,B,B,B,B,B,B,B,A,B
TP140278,B,A,A,A,B,A,A,A,B,A,B,A,A,B,A,B,A,B,A,A,B,-,A,A,A,A,A,B,B,-,B,A,A,A,B,A,B,A,A,A,-,A,B,B,A,B,B,B,A,B,A,A,B,A,B,A,B,A,A,A,B,B,B,B,A,B,B,B,A,A,B,A,B,A,A,-,A,A,B,B,A,B,A,A,B,A,B,B,B,B,B,A,A,B
TP140323,B,B,B,B,B,B,B,B,B,A,B,B,-,B,A,B,A,A,B,A,A,-,A,B,A,B,B,A,B,B,A,A,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,A,B,A,A,B,B,A,A,A,B,A,A,A,B,B,A,A,B,A,B,B,A,B,B,A,B,A,B,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B
TP140331,B,B,B,A,B,A,B,A,B,A,B,A,A,A,A,A,A,A,A,B,A,-,A,B,B,B,B,B,B,B,A,A,B,A,B,A,B,B,A,B,A,A,A,A,A,B,A,B,A,B,B,A,B,A,A,B,B,B,B,A,B,A,A,A,A,B,A,B,A,B,B,A,B,B,A,A,B,A,A,A,B,A,B,A,B,A,B,B,A,B,B,B,A,B
TP140354,A,B,B,A,B,A,B,B,A,A,B,A,-,B,B,A,B,A,A,B,A,-,A,B,A,A,A,B,A,B,B,B,B,A,A,A,A,A,B,B,A,B,B,B,B,B,A,B,B,B,A,B,B,B,A,A,B,A,A,A,B,A,B,B,A,A,B,B,B,A,A,B,A,B,A,A,A,A,A,B,A,B,B,B,B,A,A,A,A,A,A,A,A,B
TP140365,A,A,A,B,B,B,A,A,B,B,B,A,B,A,B,A,B,B,B,A,A,-,A,B,A,B,A,B,B,B,B,A,A,B,B,B,B,A,A,A,B,A,B,A,B,A,A,B,B,A,A,B,A,B,B,A,A,A,B,A,B,B,A,A,A,B,B,B,A,B,A,B,A,A,B,B,B,B,A,A,B,A,A,B,B,B,A,B,B,B,A,A,A,B
TP140633,A,A,A,A,B,A,A,B,-,B,B,B,B,A,B,B,B,B,B,A,B,-,A,A,A,B,B,B,B,A,A,B,B,A,B,B,B,B,A,B,B,B,B,A,A,B,B,A,A,B,A,B,A,B,A,B,A,A,A,B,-,B,A,B,B,A,A,B,A,A,A,B,A,A,B,B,B,B,A,A,A,A,A,A,A,B,-,B,B,A,B,B,A,B
TP140718,A,A,A,B,B,B,A,-,B,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,A,B,A,B,-,B,A,B,B,B,A,B,B,A,A,B,A,A,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,A,B,B,B,B,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B,B,A,B,A,A,A,A,A,A,B,B,A,-,A,A,A,B
TP140774,A,A,A,B,B,B,A,A,B,B,B,A,A,B,A,B,A,B,A,A,B,-,B,A,A,B,A,B,B,B,A,B,B,B,A,B,B,A,B,B,A,A,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,B,B,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B,B,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,B
TP140955,A,B,A,A,B,A,A,A,A,A,A,A,A,B,B,A,A,B,B,A,-,-,B,B,B,A,A,B,B,A,A,B,B,B,B,B,B,A,-,A,B,A,B,B,B,B,A,A,A,B,A,A,A,B,A,B,A,A,A,B,A,B,A,A,B,B,A,B,B,A,A,A,B,A,B,B,B,-,A,B,B,A,B,B,B,B,B,B,B,B,-,B,A,B
TP140968,A,A,A,B,B,A,A,A,B,A,A,B,A,B,A,-,A,B,A,B,A,-,A,A,A,A,B,B,A,A,B,A,B,A,B,A,B,A,A,B,A,A,A,A,B,B,B,A,B,B,A,A,B,B,B,B,B,A,A,B,B,B,B,B,A,B,B,B,A,A,A,A,B,A,A,-,B,-,B,B,A,B,A,A,B,A,B,B,A,A,B,B,A,B
TP141046,A,B,B,B,A,A,A,A,A,B,B,B,A,B,B,A,A,B,B,A,B,-,A,A,B,B,B,-,A,B,B,B,A,A,A,B,A,B,A,B,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,B,B,A,A,A,B,A,B,A,A,B,B,B,A,A,A,A,B,A,B,B,B,B,B,A,B,B,A,A,B
TP141057,A,B,B,A,A,B,A,B,B,B,A,B,-,B,B,A,A,A,A,A,A,-,A,B,A,B,B,A,A,B,B,A,A,B,A,A,B,B,A,B,A,A,A,A,A,B,B,B,B,B,A,A,B,B,A,A,B,A,A,A,-,B,A,B,B,A,A,B,A,B,A,B,B,A,A,B,A,A,B,A,A,B,B,A,A,B,A,B,A,A,B,B,A,B
TP141082,B,A,A,B,A,B,A,A,B,B,B,B,-,A,A,A,A,A,B,A,B,A,A,A,A,B,A,A,A,B,A,A,B,B,A,A,A,B,A,A,B,B,A,A,A,B,A,B,B,A,A,B,A,B,B,B,B,A,A,A,B,B,B,B,B,B,A,A,B,A,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,A,A,B
TP141219,A,A,A,B,B,B,A,A,B,B,B,A,-,A,B,A,B,B,B,A,A,-,A,B,A,B,A,B,B,B,B,A,A,B,B,B,B,A,A,A,B,A,B,A,B,A,A,B,B,A,A,B,A,B,B,A,A,A,B,A,B,B,A,A,A,B,B,B,A,B,A,B,A,A,B,B,B,B,A,A,B,A,A,B,B,B,A,B,B,B,A,A,A,B
TP141397,A,B,B,B,A,A,A,A,A,B,B,B,A,B,B,A,A,B,B,A,B,-,A,A,B,B,B,A,A,B,B,B,A,A,A,B,A,B,A,B,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,B,B,A,A,A,B,A,B,A,A,B,B,B,A,A,A,A,B,A,B,B,B,B,B,A,B,B,A,A,B
TP141464,A,A,B,B,B,B,A,B,B,A,B,B,-,B,B,B,A,A,A,B,A,A,A,B,A,B,A,A,B,B,B,A,B,B,A,A,B,B,B,A,B,A,A,A,A,A,B,B,B,B,A,A,B,B,A,A,A,B,A,A,B,B,B,B,B,A,A,B,A,B,A,B,B,A,A,B,A,A,A,A,B,B,A,A,A,B,A,B,A,A,B,B,A,B
TP141495,A,B,B,A,A,B,B,B,B,B,B,A,-,B,B,B,A,A,A,B,A,-,B,B,A,A,B,B,A,B,A,A,A,A,A,B,A,A,B,A,B,A,B,B,A,B,B,A,A,B,B,A,A,B,B,A,B,B,B,B,B,B,B,B,B,B,A,B,A,B,A,B,B,B,A,A,-,A,B,A,A,A,A,B,B,A,A,B,A,A,A,B,A,B
TP141691,B,B,A,A,B,A,B,A,A,B,B,B,-,A,B,B,A,B,A,B,A,-,A,A,B,A,A,B,A,B,A,A,A,B,B,B,A,B,A,B,B,A,A,A,A,B,A,A,A,A,B,A,A,B,B,A,A,B,A,B,B,A,A,A,B,-,A,B,B,B,B,B,A,B,A,A,A,A,B,A,A,A,A,B,B,B,B,A,B,A,B,B,A,B
TP141721,A,B,B,B,A,B,A,A,A,B,B,B,A,B,B,A,A,B,B,A,B,-,A,B,B,B,B,A,A,B,B,B,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B,A,B,B,B,A,B,A,B,A,A,B,A,B,B,A,B,B,B,A,A,A,B,-,B,A,A,B,B,B,A,A,A,A,B,A,B,B,B,B,A,B,B,B,A,A,B
TP141977,-,B,B,A,B,-,A,B,B,B,B,A,-,A,B,A,B,B,B,B,B,A,A,A,A,-,B,A,B,B,A,A,B,B,B,B,B,B,B,A,B,A,A,B,A,B,B,A,A,-,A,B,A,B,A,B,-,A,A,A,A,B,B,B,B,B,A,B,A,A,A,B,A,A,B,B,B,B,A,B,B,A,A,A,A,A,B,B,A,A,A,A,A,B
TP142165,A,A,B,A,B,B,B,B,A,A,B,B,-,B,A,A,A,A,A,B,B,-,A,A,A,B,B,B,B,A,A,B,B,A,B,A,A,B,A,A,-,B,B,B,B,B,B,A,-,B,B,B,B,B,B,B,A,B,A,A,A,A,A,-,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,B,B,A,B,A,B,B,A,A,B
